제휴사 코드,상품 코드,상품명,이미지 URL,Nothing, 대분류 카테고리명,중분류 카테고리명,소분류 카테고리명,세분류 카테고리명,제조사
725027,TQB02,1816393365,[카드 5% 할인]뉴발란스 (AK몰)(뉴발란스)뉴발란스 NBN992W322-BK 여성 PACE 스포츠브라 크롭탑 크롭탑 브라탑,http://image.g9.co.kr/g/1816393365/n,44750,의류,언더웨어,여성 브래지어,없음,뉴발란스
1270977,TH201,2912319407,[파주점][AND Z(앤드지)]5가지컬러의 넥변형 티셔츠 (BLA2TV1004),http://cdn.011st.com/11dims/resize/300x300/quality/75/11src/pd/20/3/1/9/4/0/7/nTZcG/2912319407_B.jpg,0,의류,상의,티셔츠,남성,신성통상
2179061,EE128,1752972764,디스퀘어드2 디스퀘어드2 S74LB0674 S30663 470 20S 남성청바지,http://gdimg1.gmarket.co.kr/goods_image2/large_jpgimg/175/297/1752972764.jpg?ver=10656402353,414280,의류,하의,바지,남성,기타
3780909,EE128,1771187069,네파 (현대Hmall)NEPA 네파 남성 밴조 라운드 티셔츠 7D35300_FZ,http://gdimg1.gmarket.co.kr/goods_image2/large_jpgimg/177/118/1771187069.jpg?ver=10575617959,0,의류,상의,티셔츠,등산의류,기타
2781222,EE128,1615656461,[신세계백화점]진도끌레베 (신세계의정부점)진도 Klever 후디 휘메일 롱 밍크 코트(K2W3EC61),http://gdimg1.gmarket.co.kr/goods_image2/large_jpgimg/161/565/1615656461.jpg?ver=11182252073,2015200,의류,아우터,코트,여성,기타
342747,EE715,B702070722,리바이스바디웨어  대구백화점 I관   리바이스바디웨어 NB골드밴드 드로즈(LSMDV660),http://image.auction.co.kr/itemimage/19/71/99/1971994a00.jpg,16740,의류,언더웨어,남성 팬티,없음,없음
4499191,EE128,759154024,아디다스 (현대Hmall)아디다스 파르마 16 쇼트(AJ5889) 속팬츠 축구 반바지,http://gdimg1.gmarket.co.kr/goods_image2/large_jpgimg/759/154/759154024.jpg?ver=11110308027,11810,의류,하의,바지,스포츠의류,아디다스
4182291,EE715,B798863048,엠씨엔 MCN 여성용 크리샌서멈 자전거져지 /자전거옷,http://image.auction.co.kr/itemimage/1b/66/98/1b6698e580.jpg,116090,의류,상의,티셔츠,자전거의류,없음
4177457,TH201,2002354675,폭스라이더스 K302 블랙 춘추긴팔져지 자전거의류,http://cdn.011st.com/11dims/resize/300x300/quality/75/11src/pd/18/3/5/4/6/7/5/ODRDF/2002354675_B.jpg,108980,의류,상의,티셔츠,자전거의류,폭스코리아
3408521,ED909,67558653,노스페이스 남여공용 노벨티 시에라 다운 코트 NC1DK54J_BLK,http://itemimage.cjmall.com/goods_images/67/653/67558653L.jpg?timestamp=20201023032558,300200,의류,아우터,점퍼,등산의류,노스페이스(NORTHFACE)
4728684,TH201,2848027044,[바레온] 매쉬 자전거속바지 패드바지 패드속바지,http://cdn.011st.com/11dims/resize/300x300/quality/75/11src/pd/20/0/2/7/0/4/4/wObpf/2848027044_B.jpg,31700,의류,언더웨어,스포츠내의,자전거의류,해당없음
855151,TN920,2506607034,보리보리 [마더스베이비]원터치텐셀도트수유캐미솔 MB99ZAC01 보리보리   유아동 종합쇼핑몰,http://img2.tmon.kr/cdn3/deals/2020/10/16/2506607034/catlist_3col_v2_95f54_dolvr.jpg,26910,의류,언더웨어,임부복,없음,없음
4677421,TN729,213326185_213326185,[아디다스] (현대Hmall)아디다스 스쿼드라17 반팔반바지 세트(BJ9173 BK4766),https://view01.wemep.co.kr/wmp-product/5/618/213326185/pm_0vsrrht45glx.jpg,27170,의류,세트,세트,스포츠의류,없음
4681771,TQB02,1108857357,[카드 5% 할인][신세계몰]나이키 나이키 스우시 트레이닝복 세트 804389-451,http://image.g9.co.kr/g/1108857357/n,146680,의류,세트,세트,스포츠의류,나이키
533435,EE128,1627741868,빅토리아시크릿 빅토리아시크릿 COTTON 로고 티팬티 11151290 4K06,http://gdimg1.gmarket.co.kr/goods_image2/large_jpgimg/162/774/1627741868.jpg?ver=10602141640,22660,의류,언더웨어,여성 팬티,없음,기타
1034742,TT336E,3962833251,20SS 와펜 크루넥 맨투맨 네이비 721563051 V0020,https://img020.feelway.com/3962/smallbd77pd3962833251ed1.jpg,389000,의류,상의,티셔츠,남성,없음
2353595,TP40F,P99012401,A썸머 스판 밴딩 반바지,http://img1a.coupangcdn.com/image/vendor_inventory/images/2018/06/07/23/3/33d420b1-c8da-4615-a81b-2968506912bc.jpg,28460,의류,하의,바지,남성,없음
1401726,TLB17,19176743,[지오다노]여 언브러쉬드테리크루넥아트윅 320921-P P086634624,http://image.hnsmall.com/images/goods/743/19176743_g.jpg,25780,의류,상의,티셔츠,여성,하프클럽
1153514,TH201,3005768715,20FW 로고 패치 카라 라이닝 티셔츠 101522S18 V0020,http://cdn.011st.com/11dims/resize/300x300/quality/75/11src/pd/20/7/6/8/7/1/5/VqzAL/3005768715_B.jpg,177530,의류,상의,티셔츠,남성,상세설명참조
3167643,EE128,1516183612,몽클레어 (4990005 68950 999) 롱 패딩(4A 6A)/ 몽클레어,http://gdimg1.gmarket.co.kr/goods_image2/large_jpgimg/151/618/1516183612.jpg?ver=11197058856,564710,의류,아우터,점퍼,여성,기타
4083614,EE715,B317797517,윌슨 윌슨 전사 카라 반팔티셔츠 (여성) 640F_RE 640F_BK 640F_GR 640F_OR 640F_BL,http://image.auction.co.kr/itemimage/ec/da/0d/ecda0de40.jpg,57520,의류,상의,티셔츠,스포츠의류,없음
1815702,EE128,1832041331,(현대Hmall)[발란타인] SS20 여성 타이 실크 셔츠 (QLH118 UCS24 13838),http://gdimg1.gmarket.co.kr/goods_image2/large_jpgimg/183/204/1832041331.jpg?ver=11092031960,0,의류,상의,셔츠,여성,기타
965325,TH201,3032287142,[현대백화점][비너스][커플잠옷]부드러운 촉감 물실크 실크필 로맨틱 러블리한 잠옷 원피스 세트 VGN4076B_VPA4076M,http://cdn.011st.com/11dims/resize/300x300/quality/75/11src/pd/20/2/8/7/1/4/2/IAaXq/3032287142_B.jpg,191370,의류,언더웨어,잠옷/홈웨어,없음,와코루
2098591,ED907,2097157468,"[현대백화점] [삼성카드5.0%할인:128,210원~09/28]타미힐피거(T12A0KCD050MT2 DW5) 2020년 S/S [남성] 면혼방 스트라이프 목넥 집업 가디건  +할인쿠폰",https://imagessl.hyundaihmall.com/static/4/7/15/97/2097157468_0_140.jpg,0,의류,상의,가디건,남성,(주) 한섬
2012215,ED905,85442065,[톰브라운] 클래식 MKA257A 00011 415 남자 캐시미어 니트,https://photo.akmall.com/image0/goods/85/44/20/65/85442065_M_500.jpg,725810,의류,상의,니트,남성,톰브라운
149891,TP90D,2113529973,[현대백화점] [다나와 8추가할인][삼성카드5%할인~10/25]타미힐피거여성 실키 모노그램 미디원피스 (T22A7TDR050WT2 02G) +무이자6개월,http://image.thehyundai.com/static/7/9/9/52/13/2113529973_0_600.jpg,170990,의류,세트,원피스,없음,타미힐피거(여성)
2132598,TH201,1424519814,[엠씨옴므] 빅사이즈 후드 단추 면 패딩조끼 [MH15S37_NV],http://cdn.011st.com/11dims/resize/300x300/quality/75/11src/pd/20/5/1/9/8/1/4/eDUnF/1424519814_B.jpg,61030,의류,상의,조끼,남성,[주식회사 엠씨마르니] [해당없음]
1183041,ED909,58337896,엠씨옴므 5XL 사이즈 업 러빙 스트라이프 긴팔 티셔츠 MD17S102_G,http://itemimage.cjmall.com/goods_images/58/896/58337896L.jpg?timestamp=20201023032404,28310,의류,상의,티셔츠,남성,주식회사 엠씨마르니
4105175,ED907,2066441918,[하프클럽/puma golf]남성 Tailored 컬러블럭 PK 반팔 티셔츠 5723580,https://imagessl.hyundaihmall.com/static/9/1/44/66/2066441918_0_140.jpg,18610,의류,상의,티셔츠,골프의류,㈜골프존유통(하프클럽)
3314216,EE128,1807995381,[롯데백화점]블랙야크 남여 고어텍스 구스 BN엣지다운자켓 12,http://gdimg1.gmarket.co.kr/goods_image2/large_jpgimg/180/799/1807995381.jpg?ver=11315674872,176900,의류,아우터,점퍼,등산의류,기타
2087971,ED908,63352653,[롯데백화점]헤지스 단색 울 집업니트 (HZSW0D301),http://image.gsshop.com/image/63/35/63352653_L1.jpg,238550,의류,상의,가디건,남성,상세참조
4687689,TN118,1000022888440,[폭스레이싱]신상 사계절용 세트(상의121+하의161)블랙/자전거의류/반팔세트,http://item.ssgcdn.com/40/84/88/item/1000022888440_i1_350.jpg,166131,의류,세트,세트,자전거의류,폭스레이싱
3128776,ED908,54490337,[다나와 7% 추가할인][무스너클] 스틸링 파카 화이트퍼 MK2003LP 527 여자 패딩,http://image.gsshop.com/image/54/49/54490337_L1.jpg,758930,의류,아우터,점퍼,여성,무스너클
3349970,TH201,3092635178,[노스페이스] 비 베러 플리스 자켓 NJ3NL53B,http://cdn.011st.com/11dims/resize/300x300/quality/75/11src/pd/20/6/3/5/1/7/8/aMHUU/3092635178_B.jpg,210700,의류,아우터,점퍼,등산의류,(주)영원아웃도어//(주)영원아웃도어
545325,ED910,5010623002,판도라 by 비비안 망사 자수 헴라인 팬티 ppt 7079,http://openimage.interpark.com/goods_image/3/0/0/2/5010623002s.jpg,6010,의류,언더웨어,여성 팬티,없음,남영비비안
1222939,ED901,1000032152575,[닐바렛] (PBJT489A L530S 1413) 남성 갱스터 반팔 티셔츠 19SS,http://item.ssgcdn.com/75/25/15/item/1000032152575_i1_350.jpg,139944,의류,상의,티셔츠,남성,닐바렛
4057469,ED908,60602457,[나이키]SPORTSWEAR CLUB_AR4997,http://image.gsshop.com/image/60/60/60602457_L1.jpg,19900,의류,상의,티셔츠,스포츠의류,나이키
4022218,TN118,1000033431367,르까프 여성 카라 긴팔티 L292TS401NA,http://item.ssgcdn.com/67/13/43/item/1000033431367_i1_350.jpg,19044,의류,상의,티셔츠,스포츠의류,㈜엘앤케이스포츠
456271,EE715,B865258676,푸마  푸마바디웨어  푸마  18 HIT 남성 면스판 드로즈 3종+랜덤1종 D,http://image.auction.co.kr/itemimage/1c/e0/26/1ce026a640.jpg,24570,의류,언더웨어,남성 팬티,없음,없음
4662774,EE128,1805913577,아디다스(DP3232_AJ5889)에스트로 파르마 저지세트 트,http://gdimg1.gmarket.co.kr/goods_image2/large_jpgimg/180/591/1805913577.jpg,35710,의류,세트,세트,스포츠의류,기타
870733,EE128,1798218006,[신세계백화점]오르시떼 (신세계본점)여성 IV아리아나 반소매 원피스,http://gdimg1.gmarket.co.kr/goods_image2/large_jpgimg/179/821/1798218006.jpg?ver=10989694454,56740,의류,언더웨어,잠옷/홈웨어,없음,㈜캄미어패럴
1963754,TP402,674842987,[스톤아일랜드] 와펜 7115537C4 V0020 남자 울 터틀넥 니트,https://gd.image-gmkt.com/li/856/434/1404434856.g_0-w_g.jpg,0,의류,상의,니트,남성,없음
3071033,TN118,1000028019558,PI0374U 19288 9200 남성패딩,http://item.ssgcdn.com/58/95/01/item/1000028019558_i1_350.jpg,679040,의류,아우터,점퍼,남성,에르노
842565,TN920,1147645186,ST0982 자스민 연브라운 펄지크 C컵 세트 YU0 주 신영와코루,http://image.ticketmonster.co.kr/deals/2018/05/24/1147645186/catlist_3col_v2_25940_3zomu.jpg,41750,의류,언더웨어,여성 세트,없음,없음
4689616,TP40F,P222458486,[AJN_3455910] (상의선택 : L(77) | 하의선택 : S(55)) MCN 디에즈 여성전용 긴팔 긴바지 세트,http://img1a.coupangcdn.com/image/vendor_inventory/8588/84f93fabffffff0eb768310fb5530b1fa694c3320a1ae57650b438000b35.jpg,249490,의류,세트,세트,자전거의류,없음
603506,EE715,B745697812,(PMR-440-2)도트패턴 실켓가공 100순면 니트 3매입 런,http://image.auction.co.kr/itemimage/1a/51/4c/1a514c9090.jpg,19840,의류,언더웨어,남성 런닝,없음,없음
4398840,EE128,1558486456,아디다스 아디다스 티로19 트레이닝 팬츠(D95958) 추리닝바지,http://gdimg1.gmarket.co.kr/goods_image2/large_jpgimg/155/848/1558486456.jpg?ver=8892933773,38530,의류,하의,바지,스포츠의류,기타
2003585,EE715,B887990556,스톤아일랜드 스톤아일랜드  20FW 와펜 크루넥 니트 (7315552A3 V0020),http://image.auction.co.kr/itemimage/1d/70/4d/1d704dd9c0.jpg,317100,의류,상의,니트,남성,없음
3153822,TQB02,1735159269,[카드 5% 할인]몽클레어 (AK몰)(몽클레어(해외명품)) 몽클레어 RHIN 다운자켓 E2 093 4693300 C0064 742,http://image.g9.co.kr/g/1735159269/n,1503600,의류,아우터,점퍼,여성,기타
4565064,ED907,2108822808,뉴발란스반바지 Q SPEED 트랙 반바지 2종 택1 NBNV926012 +할인쿠폰,https://imagessl.hyundaihmall.com/static/8/2/82/08/2108822808_0_140.jpg,45180,의류,하의,바지,스포츠의류,뉴발란스
1911009,TT336E,3770411469,[해외] 스텔라 맥카트니 600347/SOA10 8489 600347/SOA10 8489,https://img019.feelway.com/3770/smallbd80pd3770411469ed1.jpg,917700,의류,상의,셔츠,여성,없음
4658122,TH201,1764802389,푸마(PUMA) BASE 니트 수트 기모(025 03),http://cdn.011st.com/11dims/resize/300x300/quality/75/11src/pd/17/8/0/2/3/8/9/ipBHW/1764802389_B.jpg,80730,의류,세트,세트,스포츠의류,상품페이지참고
3012470,TQB02,1742199619,[카드 5% 할인][홈앤쇼핑]CP컴퍼니 [CP컴퍼니] 08CMOS045A 878 남성 렌즈 자켓,http://image.g9.co.kr/g/1742199619/n,261260,의류,아우터,점퍼,남성,기타
1358049,TQB02,1790834542,[현대백화점]써스데이아일랜드 (현대백화점)[써스데이아일랜드] (T204MTS254) 가든플라워 루즈핏 티셔츠,http://image.g9.co.kr/g/1790834542/n,0,의류,상의,티셔츠,여성,기타
406524,TN118,1000033646085,SCORPIO]아웃밴드폴리스판즈로즈3매입[SCR6902],http://item.ssgcdn.com/85/60/64/item/1000033646085_i1_350.jpg,41967,의류,언더웨어,남성 팬티,없음,BYC
754982,TH201,2365602225,리바이스바디웨어 이모지 캐릭 여브라/PK LSWBU563 (LSWBU563),http://cdn.011st.com/11dims/resize/300x300/quality/75/11src/pd/20/6/0/2/2/2/5/LxLyS/2365602225_B.jpg,0,의류,언더웨어,여성 브래지어,없음,좋은사람들
1998278,EE128,1677495487,CP컴퍼니 (AK몰)(CP컴퍼니(행사))(씨피컴퍼니)렌즈와펜 절개라인 니트/07CMKN064A 005504A 999,http://gdimg1.gmarket.co.kr/goods_image2/large_jpgimg/167/749/1677495487.jpg?ver=11227392255,289120,의류,상의,니트,남성,기타
414947,TFC02,P065902716,[좋은사람들] [좋은사람들 HY] 뉴로고블랙밴드드로즈 LSMDV960WN,http://image.halfclub.com/Images_Product/DefaultZoom/YL!/P065902716.jpg,20000,의류,언더웨어,남성 팬티,없음,인터파크(가산현대아울렛)
4517227,ED910,6992254916,[롯데아이몰][뉴발란스] 여성  임팩트 타이츠 NBNS846662-19 블랙,http://openimage.interpark.com/goods_image/4/9/1/6/6992254916s.jpg,47480,의류,하의,바지,스포츠의류,뉴발란스
1760929,EE128,1783686765,솔리드 셔츠 MS06 화이트 남성정장셔츠 긴팔와이셔츠,http://gdimg1.gmarket.co.kr/goods_image2/large_jpgimg/178/368/1783686765.jpg,14990,의류,상의,셔츠,남성,기타
758743,EE128,1771110231,WIRELESS 브라 365-828 DJ5/ 빅토리아시크릿,http://gdimg1.gmarket.co.kr/goods_image2/large_jpgimg/177/111/1771110231.jpg?ver=11178634662,90940,의류,언더웨어,여성 브래지어,없음,기타
3985762,TH201,2851876407,[대구백화점 II관] [미즈노]스몰 로고 반팔 티셔츠(32YA915311),http://cdn.011st.com/11dims/resize/300x300/quality/75/11src/pd/20/8/7/6/4/0/7/zTYTA/2851876407_B.jpg,11920,의류,상의,티셔츠,스포츠의류,한국미즈노 주식회사
4444600,TH201,2561633933,[현대백화점]케이스위스4219OF313  남성스판져지트레이닝바지헬스각종운동복바지,http://cdn.011st.com/11dims/resize/300x300/quality/75/11src/pd/20/6/3/3/9/3/3/wzBZj/2561633933_B.jpg,27810,의류,하의,바지,스포츠의류,화승
627222,TN729,975414697_975414697,(BYC)남성 순면 민소매 골런닝(C2113),https://view01.wemep.co.kr/wmp-product/7/469/975414697/pm_jkxjoo9sh79d.jpg,0,의류,언더웨어,남성 런닝,없음,없음
3980751,TFC02,P075703493,[푸마_롯데은평] 롯데몰 푸마 오버사이즈 후디 PUMA Oversize Hoody 898723_EP,http://image.halfclub.com/Images_Product/DefaultZoom/7Q4/P075703493.jpg,38220,의류,상의,티셔츠,스포츠의류,(주)와이엠인터내셔널_롯데몰
559633,EE715,B802143808,트라이  소프트 면스판 세미맥시,http://image.auction.co.kr/itemimage/1b/77/6f/1b776f0cf0.jpg,2210,의류,언더웨어,여성 팬티,없음,없음
1204078,TP40F,P1523723459,[스톤아일랜드] 로고 패치 721522713 V0029 남자 긴팔티셔츠,http://img1a.coupangcdn.com/image/vendor_inventory/910f/a65bf70cc6763195a0609a7435ffebaf8de3633c37147acbfc77549bbc05.jpg,209700,의류,상의,티셔츠,남성,없음
443224,EE715,B858861042,이탈트라이크 (현대Hmall) 트라이 홈쇼핑방송 남성 에어로쿨 드로즈팬티 9종+2종 총11종(004),http://image.auction.co.kr/itemimage/1c/b8/a7/1cb8a70f50.jpg,40600,의류,언더웨어,남성 팬티,없음,없음
1620367,EE715,B853368432,버커루 버커루 NC06 유니 피그다잉 포켓 슬릿넥T 02TS030 (5468622),http://image.auction.co.kr/itemimage/1c/94/63/1c9463acd0.jpg,0,의류,상의,티셔츠,남녀공용,버커루
1856525,TP90D,2102855991,[현대백화점] [다나와 8추가할인][KB국민카드5%할인~10/20][타미힐피거 여성 천호]T22A1WSH060WT2 린넨 베이직 솔리드 셔츠 [20SS NEW ARRIVALS] TOMMY HILFIGER +할인쿠폰 +무이자3개월,http://image.thehyundai.com/static/9/9/5/85/02/2102855991_0_600.JPG,0,의류,상의,셔츠,여성,(주) 한섬
584664,EE715,B817830560,[AK플라자]엘르이너웨어 (AK플라자)엘르이너 크리즈플라워레이스팬티 EPP10064 WH,http://image.auction.co.kr/itemimage/1b/c5/5c/1bc55cc3b0.jpg,9970,의류,언더웨어,여성 팬티,없음,없음
